text
"I'm at 東京都庁 (新宿区, 東京都) w/ 4 others http://t.co/I4474TKx"
この発想は無かったわ（笑） http://t.co/K4kDYvdn
@reika0114 ハッハー、口だけでも嬉しいわん。
ハニワwRT @Jarinko_Toyopi @kiwipon ストレス溜まってますか？気を付けてぇ～！ハニワになるよ～(^_^;)
まつ毛を抜くのって気持ちいよね。。。
@reika0114 第六感って表現がツボです！もし一緒にいくことがあれば、ご案内いたしましょう。綺麗なところに連れて行って差し上げますわん。
@Reika0114 ハネムーンはニュージーランドに行きたい（帰りたい）というのが、子供の頃からの夢でして（って今思い出した）
@england_ 海外で頑張っている日本人が居るのはめっちゃ嬉しいですわ。お互い、頑張りましょう！
@reika0114 行きたいけど、口だけで終わるんだろうねｗｗ
eビジネス推進連合会会員向け勉強会「IT企業の人材採用」に来ています。
"I'm at 東京ミッドタウン タワー (赤坂9-7-1, 港区) http://t.co/YwS2wNxN"
@teizuisun それ、どこよ。わろたw
これより、ミッドタウンのヤフーへ。六本木率高いな、、最近。。。
@Reika0114 スペインイイよねー！
@England_ 頑張っとるねぇ！
@w_unagiimo_w また色々と教えて下さい！
@w_unagiimo_w はぐれ星行ってみました。麻辣油そば、割りと美味しかったですー。ご紹介ありがとうございます！
やっとお昼ごはん！ (@ 麺屋 はぐれ星) [pic]: http://t.co/onCB73yn
@poipoi1108 Cya!!
@asanomoon ありがとうございます！行ってみます♪
"I'm at 有楽町電気ビルヂング (有楽町1-7-1, 千代田区) http://t.co/1XVIRRoI"
セミナー終わったら何か食べよう。有楽町て美味しもの有ったかなー。
そんな気もする。 QT @key_rescue: @kiwipon ( ･´ω･｀)つ停滞期 最悪の場合混沌低迷期
2011年は中東の春で年が明け、ムバラク、ビンラディン、カダフィ、金正日が次々と失脚・他界し、日本では大震災に見舞われた。まるで、旧世界が崩れていく過程のよう。来年2012年はクリエイトの段階になるのかな。
む、お昼休み取ってる暇ないじゃん。ハラヘタ
金正日　R.I.P.　＞＞日本経済新聞 ：北朝鮮の金正日総書記が死去 http://t.co/jyatxshnNHKニュース：キム・ジョンイル総書記死亡 http://t.co/uXW9tFAC
Reading:NHKニュース　キム・ジョンイル総書記死亡 http://t.co/uXW9tFAC
北朝鮮の金正日総書記が死去　　：日本経済新聞 http://t.co/jyatxshn
金正日総書記が死去http://t.co/s4SC9Jen
@JunItabashi 27は取引先の忘年会に行く事になりそうですので、30日でいかがでしょうか？
【ブログ更新しました】＞ 英語力 http://t.co/E3KUSDpH
@NAOmania @nu_001 @w_unagiimo_w @tack0720 @tatubu @mina0503 岩手県なのですね！ありがとうございます！
@kunihiko_007 もちろん。
滝沢村ってどこ。。
@Bluecastle7 同じく笑
@chibicoo 承知しました！
@ena005 それはまだだ！
@poipoi1108 さて、今日は会えるのかな！？
@Drums_ken あんまりないとおもう。
@__YAK2O__ おはよん。、
@Kanaske_ @erina1121 お、この面でも繋がったか。良かった良かった。☺
@poipoi1108 イレチw
電車が橋の上で止まっている。怖すぎる。。。
@poipoi1108 おはよん。、
あはは！RT @JapanEdge Volcano at Maihama is active only daytime.
おはさむー。
たこ焼きに天かす入れるの忘れてた・・・
@kanaske_ ２缶目（笑）
@denkiiruka （探すのめんどい←）　俺は年末年始暇ですｗ会える日を楽しみにしてます！
@denkiiruka URL付きでよろしく（笑）
@perfume__love ぬーん、サラサラなのがいいのかな？？
名古屋まで営業に行きましょう！！RT @tsuzakiliana: うなぎ食べたい
@reika0114 ども（笑）クリスマス＆年末年始の予定は空けてますわよ（笑）
@Reika0114 えっ///。　　たこ焼き食うか？
@Kanaske_ また、飲み始めるワタクシw
@Reika0114 美味しそうだ！
@teizuisun なるほど。さすがはるにゃん。こんど、うちでたこ焼き食っていけぃ。
@Kanaske_ @erina1121 俺も愛してるぜぇー！あ、おたおめ忘れてた。。、おめ。
@nexus7proto (笑)
@teizuisun スカルプww
@kanaske_ よかったう！今日は自慢の仲間妹に集まってもらったう！ @erina1121 RT @Kanaske_: 紹介してくれた @kiwipon マジ感謝。
リンゴは初耳だ！こんどやろう！ RT @copetan: @kiwipon たこやきパーティーいいですね(^-^)/ チーズとかリンゴとか入れると面白いですw
@sayorin811 お兄ちゃんと呼んでくれる女子たちと自宅でたこばーしてました。さよりんにも来てもらえばよかったねー><
@teizuisun ツバキは匂いが駄目だった。今のところアジエンス～。でも、猫っ毛だから、ちょっと合わないかもかも。
@lightgalangal イクスピアリで買ってきてもらった！
マカロン食べて女子力あっぷ！ http://t.co/UZYM9d3a
@Reika0114 猫っ毛なのよ。。。ありがとう。探してみるね！
@hiro_cci おーっ、今は？
@riox_jp @hugta @chikuma @xaYeiN @takuya 恐縮です！
うーん、SALAも髪質に合わないんじゃないかなー。
たこたこー！ http://t.co/GsciSwFi
今日は女子会！
@Kanaske_ 鳴いてみた。わはは(笑) @minnie480811tao @erina1121
@asoutomtom 良かったです！！
@chibicoo 写真みたいー！そいえは、フェースブックのメッセージってチェックなさっていらっしゃいます？
おお、男性にはお得な情報も！RT @oriental_pre ブログを更新しました。『【顔のむくみ】予防法』http://t.co/UeNWieMp
@minnie480811tao @Kanaske_ @erina1121 にゃー
あるていどお酒入れば英語モードに入るね。日本語モードに戻れないけど。。。
@teizuisun うむー！
やばいなー、英語全然喋れてないし、、と思ったけど、日本語でも寡黙だったわ、私w
@asoutomtom いいね！
@waki3 残念ー。お花見とBBQ が公開日だから、また、声かけます！
@perfume__love ♪
@waki3 チャリティーコンサートですよ。来ますか？(笑)
チャリコン http://t.co/ocgmjRxa
"I'm at 日本グランド・ロッジ (芝公園4-1-3, Grand Lodge of Japan, 港区) http://t.co/xrwxSPBh"
@poipoi1108 よくわからんけど、がんばれー。
@mariko0801 淋しいね。
大切なアカウントが消えとる。。。（気づいたのは昨日だけど）
@ogw_45 未定w
@legend129 なるほどー。
@poipoi1108 ５時半には起きてたでー。、
ちょっと迷ったけど、財団のチャリティーには行くことにした。教科書なくしたことも正直に言うか。。
@Rie_rjv ひとりディナーですね(笑)
朝から、家政婦のミタをまとめて観ていた。おもろいねこれ。
おお！ RT @hashimotou: @kiwipon こんなのもあった！（今知って今楽しんでいます）http://t.co/PsRpy64R
すごい！RT @hashimotou: 楽しい！ブラウザにも雪が！ RT: Google、今年冬のイースターエッグは「Let it Snow」 http://t.co/lF6v5yhG…
@poipoi1108 iine!
@miki0x0 ぽけもんが待ってるで。
@ogw_45 エロゲっすかね！！！
ところで、三連休の予定が決まっていなくて、白紙な訳ですが。
@poipoi1108 どこやろ。。。？焼き鳥大好きー！特にササミ！
@teizuisun ディズニーオタ度とか、ラジオ派とか。。。
@poipoi1108 え、井の頭公園ぢゃないのん！？
@poipoi1108 月曜夜とか空いてる？
@teizuisun 素晴らしい！
@miki0x0 写真よろー
すげえ！RT @opanpon 私立単願文系の人には理解しにくいネタだろうな・・・。 RT @yastar10: エロゲの素晴らしさを数学的に証明する。 http://t.co/qi25H6lK 証明終了。
@miki0x0 ま、そりゃそうだな笑
メモ。RT @waki3 最強のギョウザの店  @ 又兵衛 http://t.co/dLCBj5Z2
@poipoi1108 悪魔ちゃんって何(笑)吉祥寺行けばよかったかなー。
http://t.co/Bs66fAWA
@poipoi1108 意味もなく一人で六本木をぶらぶらしてた。これから帰ります(笑)
@miki0x0 なんのイベントでござろう。
何しにきたんだろ。はよ帰って勉強しやう。
@Eriko_K_46 かわいいやつめ！
@skyteam2007 暴れてはいません(笑)静かにしています。
@Hiroko_kiss 残念ながら誰も。。笑
メジャーカレーラーメン (@ ゴーゴーカレー 六本木スタジアム) [pic]: http://t.co/EqBArGL5
"I'm at 六本木駅 (Roppongi Sta.) (六本木6 / 赤坂9, 港区) w/ 7 others http://t.co/MLaPh1LK"
@legend129 パジャマまだ着られるのですか！？
夕方まで、図書館で勉強。夜はたくさん、お誘いを頂いていて、どれに行くか決めかねていたら、いつの間にかこんな時間に。。。とりあえず、一人で六本木へ行ってブラブラする。
@kenji197503 うおおお！！
@haru16cherry おっ！？
@teizuisun たこぱーだって！？
これは買うかもww http://t.co/ku6uMIDg
@poipoi1108 二回も反応するとは（笑）
将来なりたいものは「仏さま」　厚労省調査 http://t.co/YgBWAO0C
面白すぎるwRT @hashimotou: 本人と気づかず「ドリカム好きなんですか？」とドリカムの西川さんに聞いてしまった件
@poipoi1108 ぎゅっってしちゃる。
@poipoi1108 oha
ゆうべはおたのしみでしたね。～ドラクエより～
@Gsamakyabe かわゆー！
Just completed a 2.08 km walk with @RunKeeper. Check it out! http://t.co/tlu8EtlI #RunKeeper
"I'm at 東京メトロ 銀座線 外苑前駅 (Gaiemmae Sta.) (G03) (北青山2-7-16, 港区) w/ 2 others http://t.co/Q7tYIibn"
@Rie_rjv りえ、がんばれ！
@Rie_rjv おう、遅いでぇー。
"I'm at Motown House (六本木3-11-5, COM ROPPONGI 2F, 港区) http://t.co/2E5OMyAz"
"I'm at 六本木駅 (Roppongi Sta.) (六本木6 / 赤坂9, 港区) w/ 10 others http://t.co/CKcRQ6sB"
I'm at 有楽町マリオン時計前 http://t.co/02EV8SzQ
うおっ。RT @kyuri02 えっ＞AppleIDが消失？ 世界中で大規模障害発生 http://t.co/sKTLLxwY
涙RT @codawarishouten 実家に帰っている妻に電話した。今週月曜日から帰省しているので久しぶりだった。娘と少し喋りたいと話し、娘と電話を代わってもらった。娘：「誰ですかー？」私：「お父さんだよー。」娘：「バイバーイ。」受話器からプープープーという乾いた電子音だけが
#nowplaying 16 Seventeen ♪ AKB48 http://t.co/XpwDhkhs in iPod app via @twitbird
@poipoi1108 ははっはー。
@Aisy_LoveR デイスコ笑
さて、接待のために移動せなば。
@rena1218 おおー話し聞きてぇ！！今日は無理なんだけど、今度是非お話聞かせてくださいませ～
@rena1218 うわー！いいな！
@ikemasa1205 社会人にテストは無いでよ！
@Reika0114 なんか可愛いねｗ
【速報】クリスマス中止確定  http://t.co/5BghYxOD @twitpicさんから
@poipoi1108 なにやっちょる（笑）
@reika0114 はむはむって何！？
@reika0114 @dck_k ちょｗ　おまいさん方ｗｗ
@okanatsu こっちは降ってないです～。
@Reika0114 おおっ！？
ニュージーランドの洪水・・・＞＞BBC News - Worst floods in New Zealand for 10 years http://t.co/bHhwOjSe
初ディスコの日。
初ブラジャーの日。
@masatottori あはは（笑）二郎は太るので勘弁して下さい（笑）
@sayorin811 いいなーNZ
@haru16cherry 何着るのよ（笑）
靖国神社は昔、競馬場！　目黒の住宅地にはコーナー跡　東京ふしぎ探検隊（16）　：日本経済新聞 http://t.co/iql77gB4
@poipoi1108 にっぷれーす！
@poipoi1108 来週あたりに伺おうかしら。
@poipoi1108 ちなみに、大きなおっぱいになるために頑張っています。
おお！RT @kyuri02: ペイパルがグルーポン系サービスを開始！＞PayPal Launching Mobile Daily Deals Service to Battle Groupon and LivingSocial  http://t.co/UB8yRfam
@poipoi1108 おっぱいは平和の象徴。欲しい。
キター！＞＞マイクロソフト、「Internet Explorer」のアップデートを自動化へ http://t.co/47qObrJI @cnet_japanさんから
昨日のメモ：ロックするとは？／業務委託／雇用と仕事／労働市場のあり方／結婚することと自己中心性／魔が差す／おーひらくんは何考えてるか分からない／怒りを出す人間は人間的に信用できる／感情を出さないと死んでいく／イノベーションは怒りからしか生まれない／おっぱいと平和／結局どうでもいい
@oonumanoriko 紀子さんへのリプライでしたが、お母ちゃんも可愛らしいですよね。なんて可愛い母娘ですこと！！
@oonumanoriko カワイイっす（笑）
@aoki_kotomi フリメって書いておくとか・・・（笑）　あ、今週の日曜日がチャリティーコンサートです。
会社遅刻してる。あれ？やっぱり朝の東京では電車は遅延することがデフォルトだと考えて置くべきだなぁ。
@poipoi1108 イヤッホォォォウ！
