text
そろそろ向き合わねばならんな、唐揚げを味噌汁に浸して喰う俺氏と。
【悲報】俺氏「なぜヒトは抗えきれないのだろうか」。 https://pic.twitter.com/gDILID4g9c
【悲報】俺氏、定期的に「ドーナツたいそう」の動画を観てしまう病発症。なお、大好きなポンデライオンはどこか気持ち悪い模様。http://m.youtube.com/watch?v=svKHqRnuvQ…
留学生、ルームメイトが本物の銃を持っててビビってるなう。アメリカなので合法なんだぜ。白飯を食べる回数より銃を見る回数が多い昨今です。 https://pic.twitter.com/6ja0PY3YDu
銃所持率と殺人率に統計的関連性、米研究(2013年)http://www.afpbb.com/articles/-/296025?pid=11340935…リツイートさんくす。みんな、銃の話好きそうだから、ググったよ。全50州平均銃所持率は57.7％とかだそうだ。へぇ〜。
初ツイートを確認できるサイトhttps://discover.twitter.com/ja/first-tweet調べたら就活記事だった。そういや、僕は就活を通してこのアカウントに立派になっていく自分のログを残すつもりだったんだわ。いつからか僕はアホツイッタラーに転向してしまったよ。。。
【悲劇】留学生、新入生に混じってオリエンテーションに潜り込み友達を作ろうと試みるも、漂うオーラがぱねぇせいか、結局再びぼっちなう。
【速報】友達できた(ﾟДﾟ)!?
【悲劇】留学生、遊び半分でオリエンテーションに潜り込んだ結果、抜け出すことに失敗し、今からどうやらクラス分けテストを４時間受けるハメに。。。「僕、遊びに来ただけなんで」って教室から出ようとしたら、なんかおばちゃんに「みんな受けるのよ！」って言われて何言ってもダメだった。。。
【悲報】俺氏、遊びに行ったオリエンテーションで華麗に財布を失くす((((( ；ﾟДﾟ)))))
【速報】俺氏、失くした財布を発見！その際、勢いで発した言葉が「神様を信じてないけれど、居たとしたら俺を愛してる！」。自分勝手この上ない。
息子ができたら、僕は誕生日の度に身長を測って、柱に刻んでやるんだー。と、その前に、まずは彼女だな。。。
きれいな顔してるだろ。嘘みたいだろ。ハンドル盗まれたんだぜ、これ。（僕の自転車の成れの果て第３弾） https://pic.twitter.com/hPeeRDJy4M
僕の靴下、絶対誰か盗んでるわ。。。
2048http://gabrielecirulli.github.io/2048/?from=timline&isappinstalled=0…僕の周りがやってたスマホウェブゲームのURLを教えてもらった。おすそわけ。
昨今、LINEにおける既読無視を嘆く人々が後を絶たないが、メッセージを読んですらもらえない俺はそれすら羨ましい。。。
男には時に、どれだけ滑っていても、やり続けなきゃいけないギャグがある。。。
中国な友達が自己流で学んだ日本語で小説読んでて、「指切り」って言葉がいい雰囲気の場面で出てきて戦慄してた笑
被害妄想なのだろうか。今日は皆がにらんでくる。 https://pic.twitter.com/fOli3KI2m1
炭酸ジュースの瓶を冷凍してたら爆発してたｗｗｗ https://pic.twitter.com/mHbvWJsWiy
【悲報】俺氏、可愛い女の子を夕食カレーデートに誘うことに成功するも、その直後そのことを友達に自慢していると、「ああ、あの娘、彼氏居るよ」と衝撃的事実を突き付けられる。なんでやねん。
アメリカのTSUTAYAやゲオ的存在。スーパーやコンビニ、至る所にある。クレカ払い式。ゲームも借りれるぞ。 https://pic.twitter.com/bCewNngiUw
@CHOCO0525 でも、時代はネットで視聴だったりするんだよなー。これだけじゃなくて、NetflixとかHulu+とかってのがあって、月額で映画見放題。Hulu+は日本もあるね。日本にはCDレンタルがあるし、TSUTAYAディスカスやらの宅配もあるから実はより快適な気もする。
@CHOCO0525 日本ではゲームレンタル流行らないだろうなーって思う。中古市場がしっかりしてるイメージあるからなー。あと、そのうち、スマホゲームやオンラインゲームの基本無料の課金DL式でテレビやポータブル系ゲームと攻めるようになりそうな気がするからどうなるかなーっと。
アメリカのスクラッチくじ自販機。一枚100円から2000円。ルールわからないでやる人がいるからか、右側にくじにあるバーコードをかざすと当たりかどうかわかる機能が付いてたりする。 https://pic.twitter.com/8E59wIMlMa
ベンザブロックのＣＭソングをたまに口笛で吹いてしまう昨今ですが、みなさん元気ですか？
iPhoneで万華鏡アプリ使ってたらなんかクラスでヒーローになった( ´ー｀)
僕が暴言を吐いたため、Siriから刺客が来るようです。 https://pic.twitter.com/VGW19MzOGw
@RyoTaka4 iPhoneなら同期とかの関係でとりあえずデフォのを使えばいいよ。iWork入ってるけど、僕はMicrosoftオフィス入れててよかったと思ったよ。メンテにOnyXとMagican。あと、Google日本語入力とEvernoteとDropboxくらいかな。
@RyoTaka4 Day Oneってコンセプトが日記でしょ？カレンダーは、iPhoneで「さいすけ」、Google経由の同期でMacではデフォカレンダー使ってる。Evernoteは日付並び替えで事が足りてるんだよな。何かカレンダー式でログりたいなら非公開ブログでいいんじゃね？
@RyoTaka4 僕、音楽とかに金払うの躊躇いないから違法なことは絶対せんよ。
BUMPとミクの不思議コラボ聴くなう。 https://pic.twitter.com/1JBcb9PcD7
友達の家に行ったら壁に意気込みとして「一生懸命」って紙を貼ってて、「絶対絶命のが効果あるよ」って言いながら書きかえてやった。今その帰り道なんだけど、知らぬ間にさっきの「一生懸命」背中についてた( ꒪Д꒪)
なんか衝撃だよ、このキャラ。 https://pic.twitter.com/lOE4pXpq2H
@karamiso_reg なんか色々な種類の野菜に付いてるね。味方っぽいけど、たまに頼れる程度のギャグ路線キャラな気がする。
【速報】今、平成２６年らしいぞ！
車にひかれないように黄色の上着をチョイスするところが、僕大人だなーって思う。 https://pic.twitter.com/PHHfHuhyUw
@RyoTaka4 心は１４歳だがなー（それでも中学生か……）。割とオシャレだぞ？ザ・ノースフェイスのマウンテンパーカー。
僕のiPhoneのVarious Artistsがアラジンなのをなんとかしたい。なんでだー。 https://pic.twitter.com/J482Wnm14e
@CHOCO0525 今、入ってないんだよね。なのにアラジンなんだわ。The pillowsのトリビュートアルバムしか入れてないんだけどな。。。
@CHOCO0525 結構、色々試してる。調べたら、たぶんキャッシュいじればなんとかなるっぽい。帰ったらまたやってみる！サンクス( ´ー｀)ﾉ
留学生、近隣スーパーで極限まで日本食に近い何かを調達しようとしたが、案の定、ロックンロール and お茶（桃味）。 https://pic.twitter.com/luD6ODGp78
@kestrel_1991 日本のコンビニのおにぎりのが美味い。セブイレ行っといで。
@rin2e_laurant アメリカの左側。オレゴン州ってところです。
@kestrel_1991 （それ、夜食では。。。）夜道、気をつけてー( ´ー｀)ﾉ
@rin2e_laurant スーパーはバラエティにかける場合があるけど、全体で見ると実はそんなことない。にぎりのお寿司もあるよ。ただ魚肉が残念。スシローとかのが美味しい。
iPhoneで音楽をDJっぽくMIXして再生してくれるアプリを使ってたら、最強の盛り上がりがTOEFLのリスニング問題で台無しになったなう。。。
@rin2e_laurant どこですか？僕、創作ロールは肯定だったりする。素材のマズさを甘ダレでカバーしてるあたりが考え抜かれてると謎ポジティブ。
@rin2e_laurant 日本文化とは別ものだと主張していこう！
みんな、僕の新しいG-SHOCKチラ見するなー、かっこいいの買ってよかったーとか思ってたら、袖にめっちゃケチャップついてた。。。。
