北極２,ホッキョクニ
企業説明会,キギョウセツメイカイ
パラシュートグループ,パラシュートグループ
グループWeb,グループWeb
Webサイト,Webサイト
Android用,アンドロイドヨウ
用アプリ,ヨウアプリ
幻獣姫,ゲンジュウヒメ
姫モンスター,ヒメモンスター
モンスタープリンセス,モンスタープリンセス
web系,ウェブケイ
系エンジニア,ケイエンジニア
エンジニア限定,エンジニアゲンテイ
ガンホー横内,ガンホーヨコウチ
横内氏,ヨコウチシ
changepoint,チェンジポイント
pointパッケージ,ポイントパッケージ
データ解析,データカイセキ
神魔,カミマ
ラグナブレイク,ラグナブレイク
コラボ実施,コラボジッシ
小林賢治,コバヤシケンジ
賢治氏,ケンジシ
ママ事業部,ママジギョウブ
育児中,イクジチュウ
クラウドソーシング事業,クラウドソーシングジギョウ
マーケジン,マーケジン
注目タイトル,チュウモクタイトル
事前登録,ジゼントウロク
受付開始,ウケツケカイシ
今夏提供,コンカテイキョウ
提供予定,テイキョウヨテイ
ブランド価値,ブランドカチ
価値世界,カチセカイ
世界トップ,セカイトップ
ブランド価値,ブランドカチ
価値ランキング,カチランキング
マーケジン,マーケジン
ユーザー数,ユーザースウ
万人,マンニン
人突破,ニントッパ
seminaron,セミナーオン
友好関係,ユウコウカンケイ
関係ネットワーク,カンケイネットワーク
検出by,ケンシュツビーワイ
by竹本,ビーワイタケモト
竹本和広,タケモトカズヒロ
2013年4月,ニセンジュウサンネンシガツ
4月度,シガツド
テレビCM,テレビシーエム
CMオンエア,シーエムオンエア
オンエアランキン,オンエアランキン
飲料系,インリョウケイ
ランクイン,ランクイン
マーケジン,マーケジン
PowerPointプレゼンテーション,パワーポイントプレゼンテーション
開発業務,カイハツギョウム
時間感覚,ジカンカンカク
自己表現,ジコヒョウゲン
ゲームプレイ,ゲームプレイ
雇用流動,コヨウリュウドウ
流動化,リュウドウカ
次世代広告,ジセダイコウコク
広告コミュニケーション,コウコクコミュニケーション
マーケジン,マーケジン
ソースコード検索エンジン,ソースコードケンサクエンジン
隔週連載,カクシュウレンサイ
DL版,ダウンロードバン
ソシャゲ会社,ソシャゲカイシャ
DVDディスク,ディーブイディーディスク
マーケジン,マーケジン
ネット関連,ネットカンレン
関連２,カンレンニ
２社,ニシャ
松井秀喜氏,マツイヒデキシ
氏登場,シトウジョウ
高校野球ゲーム,コウコウヤキュウゲーム
事前登録,ジゼントウロク
登録スタート,トウロクスタート
社内プレゼンス,シャナイプレゼンス
プレゼンス向上,プレゼンスコウジョウ
失敗パターン,シッパイパターン
水口哲也氏,ミズグチテツヤシ
モブキャスト初,モブキャストハツ
弾タイトル,ダンタイトル
新機軸ソーシャルゲーム,シンキジクソーシャルゲーム
文字数的,モジスウテキ
王道ファンタジー,オウドウファンタジー
ファンタジーRPG,ファンタジーアールピージー
レジェンドオブ,レジェンドオブ
オブゼータ,オブゼータ
事前登録,ジゼントウロク
受付開始,ウケツケカイシ
ページ数,ページスウ
ページ数,ページスウ
根岸秋男,ネギシアキオ
秋男次期,アキオジキ
次期社長,ジキシャチョウ
今週末,コンシュウマツ
進捗どんな,シンチョクドンナ
仮想データ,カソウデータ
万人,マンニン
人突破,ニントッパ
記念キャンペーン,キネンキャンペーン
キャンペーン実施,キャンペーンジッシ
ピーター・モリニュー氏,ピーターモリニューシ
氏設立,シセツリツ
開発会社,カイハツカイシャ
配信決定,ハイシンケッテイ
日本テラ,ニッポンテラ
テラデータ,テラデータ
ビッグデータ分析,ビッグデータブンセキ
最新プラットフォーム,サイシンプラットフォーム
ActiveEnterprise,アクティブエンタープライズ
販売開始,ハンバイカイシ
マーケジン,マーケジン
上場ソーシャル,ジョウジョウソーシャル
スマホゲーム,スマホゲーム
ゲーム関連企業,ゲームカンレンキギョウ
直近四半期,チョッキンシハンキ
四半期決算,シハンキケッサン
営業増益,エイギョウゾウエキ
社中3,シャチュウサン
中3社,チュウサンシャ
評価指標,ヒョウカシヒョウ
ONE PIECEグランド,ワンピースグランド
グランドコレクション,グランドコレクション
万人,マンニン
人突破,ニントッパ
フル画質,フルガシツ
画質写真,ガシツシャシン
テラ容量,テラヨウリョウ
容量ストレージ,ヨウリョウストレージ
無料通話,ムリョウツウワ
通話サービス,ツウワサービス
割弱,ワリジャク
マーケジン,マーケジン
何時,ナンジ
データ分析,データブンセキ
分析グループ,ブンセキグループ
回関西,カイカンサイ
関西ソーシャルゲーム,カンサイソーシャルゲーム
ソーシャルゲーム勉強会,ソーシャルゲームベンキョウカイ
マーケティング拠点,マーケティングキョテン
CROOZEurope,クルーズユーロップ
設立決定,セツリツケッテイ
江川陽一,エガワヨウイチ
陽一氏,ヨウイチシ
取締役就任,トリシマリヤクシュウニン
日本発,ニッポンハツ
注目ベンチャー,チュウモクベンチャー
事業開始,ジギョウカイシ
友達申請,トモダチシンセイ
なになに,ナニナニ
いまん,イマン
最適解,サイテキカイ
ギャラクシーダンジョン,ギャラクシーダンジョン
サービス終了,サービスシュウリョウ
スマホ向け,スマホムケ
向け広告,ムケコウコク
広告効果測定,コウコクコウカソクテイ
効果測定システム,コウカソクテイシステム
ブラウザ起動,ブラウザキドウ
起動不要,キドウフヨウ
計測機能,ケイソクキノウ
可用化,カヨウカ
案内on,アンナイオン
カンファレンスカンファレンス,カンファレンスカンファレンス
カンファレンス終了,カンファレンスシュウリョウ
株式会社CMS,カブシキガイシャクリプトグラフィックメッセージシ
情報波及効果,ジョウホウハキュウコウカ
波及効果分析,ハキュウコウカブンセキ
分析スタート,ブンセキスタート
マーケジン,マーケジン
マーケジン,マーケジン
次期社長,ジキシャチョウ
利用状況,リヨウジョウキョウ
ニールセン調査,ニールセンチョウサ
マーケジン,マーケジン
IT業界,アイティーギョウカイ
au新製品発表会,エーアールアールオーダブリューユーピーシンセイヒンハッピョウカイ
リアルタイム更新,リアルタイムコウシン
ポイントSTG,ポイントエスティージー
iOSアプリ版,アイオーエスアプリバン
D2CR,ディーツーシーアール
無料セミナー,ムリョウセミナー
ガラケーソーシャルゲーム,ガラケーソーシャルゲーム
ゲーム売上,ゲームウリアゲ
売上TO,ウリアゲトゥ
TOP50,トゥピーゴジュウ
5月19日版,ゴガツジュウクニチバン
GMOゲームセンター,ジーエムオーゲームセンター
リリース半年,リリースハントシ
半年後,ハントシゴ
最高順位,サイコウジュンイ
新着ゲーム,シンチャクゲーム
ゲーム無料,ゲームムリョウ
無料TO,ムリョウトゥ
TOP50,トゥピーゴジュウ
5月19日版,ゴガツジュウクニチバン
シキガミ幻想曲,シキガミゲンソウキョク
リリース6日,リリースムイカ
ソーシャルレイヤ,ソーシャルレイヤ
テレビCM,テレビシーエム
