梶田先生,カジタセンセイ
データレシピ,データレシピ
TensorFlowプロバイダ,テンソーフロープロバイダ
I'vejust,アイブジャスト
trivial,トリビアリットル
andTensorFlow,アンドテンソーフロー
OKI'll,オーケイアイル
I'llgo home,アイルゴーホーム
一発,イチハツ
サンプル実行,サンプルジッコウ
リー多様体,リータヨウタイ
便利便利,ベンリベンリ
ときAI,トキアイ
得てビジネス,エテビジネス
ビジネス知識,ビジネスチシキ
年前,ネンマエ
ビジネス企画,ビジネスキカク
あちらさん,アチラサン
技術力,ギジュツリョク
ライフネット株,ライフネットカブ
万円,マンエン
マジで実業,マジデジツギョウ
僕みたい,ボクミタイ
トレージャーデータ,トレージャーデータ
パートナー的,パートナーテキ
エンジニア目線,エンジニアメセン
みるとガチ,ミルトガチ
時半過ぎ,ジハンスギ
ソフト開発,ソフトカイハツ
安定収入,アンテイシュウニュウ
インバウンド観光,インバウンドカンコウ
観光向け,カンコウムケ
向け対話,ムケタイワ
対話AI,タイワアイ
デビッドヒューム,デビッドヒューム
記号創発,キゴウソウハツ
創発ロボティクス,ソウハツロボティクス
限界観念,ゲンカイカンネン
感覚器官,カンカクキカン
感覚器官,カンカクキカン
器官ごと,キカンゴト
運動知能,ウンドウチノウ
意識レベル,イシキレベル
数学的,スウガクテキ
統合思念,トウゴウシネン
外部仕様,ガイブシヨウ
もとで自由落下,モトデジユウラッカ
物運動,モノウンドウ
％株,パーセントカブ
人以外,ヒトイガイ
協力者,キョウリョクシャ
自分一,ジブンイチ
一人,イチニン
受託開発,ジュタクカイハツ
開発じゃなくて,カイハツジャナクテ
じゃなくて業務委託,ジャナクテギョウムイタク
サラリーマン時代,サラリーマンジダイ
平日本業,ヘイジツホンギョウ
ソフト開発,ソフトカイハツ
経験者,ケイケンシャ
者歓迎,シャカンゲイ
山手線,ヤマテセン
抹茶ラテ,マッチャラテ
スタートアップ業界,スタートアップギョウカイ
人が流入,ジンガリュウニュウ
澤山さん,サワヤマサン
RTエンジニア,アールティーエンジニア
エンジニアVC,エンジニアブイシー
VC誕生,ブイシータンジョウ
日本人パートナー,ニッポンジンパートナー
TechCrunchJapan,テッククランチジャパン
jptechcrunch,ジェイピーテッククランチ
techcrunchさん,テッククランチサン
製品開発,セイヒンカイハツ
完成イメージ,カンセイイメージ
発表文,ハッピョウブン
RTIoT,アールティーアイオーティー
世界観実現,セカイカンジツゲン
ためモバイル,タメモバイル
モバイル回線,モバイルカイセン
お客さん,オキャクサン
2013年春,ニセンジュウサンネンハル
受託開発,ジュタクカイハツ
年半,ネンハン
自社プロダクト,ジシャプロダクト
RTAmazon,アールティーアマゾン
用ドローン,ヨウドローン
プロトタイプ動画,プロトタイプドウガ
ジェレミー・クラークソン出演,ジェレミークラークソンシュツエン
ITmediaニュース,アイティーメディアニュース
なんだろう本質,ナンダロウホンシツ
ベースライン,ベースライン
ライン未知,ラインミチ
画像ペア,ガゾウペア
自分担当,ジブンタントウ
RTフロムスクラッチ,アールティーフロムスクラッチ
億円,オクエン
japanさん,ジャパンサン
サラリーマン時代,サラリーマンジダイ
倍仕事,バイシゴト
弊社口座,ヘイシャコウザ
天才性,テンサイセイ
常識どおり,ジョウシキドオリ
瞬間クビ,シュンカンクビ
岩瀬さん,イワセサン
立ち上げ,タチアゲ
磯部さん,イソベサン
改造要望,カイゾウヨウボウ
なし崩し的,ナシクズシテキ
約束違反,ヤクソクイハン
お客さん,オキャクサン
こと以外,コトイガイ
精神的,セイシンテキ
万は安,マンハヤス
は安すぎ,ハヤススギ
事業転換,ジギョウテンカン
アドファイブ,アドファイブ
ファイブ日記,ファイブニッキ
年半,ネンハン
全部ガラガラポン,ゼンブガラガラポン
仕事仕事,シゴトシゴト
アンケート機能,アンケートキノウ
インバウンドビジネス,インバウンドビジネス
訪日外国人観光客,ホウニチガイコクジンカンコウキャク
観光客向け,カンコウキャクムケ
向けビジネス,ムケビジネス
外国人向け,ガイコクジンムケ
LINEみたい,ラインミタイ
チャットUI,チャットユーアイ
人工知能エージェント,ジンコウチノウエージェント
観光ガイド,カンコウガイド
性能アップ,セイノウアップ
許容度,キョヨウド
IOクリティカル,イオクリティカル
普通にユーザランド,フツウニユーザランド
ドライバIC,ドライバアイシー
富豪プログラミング,フゴウプログラミング
ハードエンジニア,ハードエンジニア
京浜東北線,ケイヒントウホクセン
線大井,センオオイ
大井町,オオイマチ
町方面,マチカタモ
方面行き,カタモイキ
山手線,ヤマテセン
東京方面,トウキョウホウメン
すごろくゲーム,スゴロクゲーム
一ヶ月,イチカゲツ
幸福感,コウフクカン
創造性,ソウゾウセイ
スタートアップコミュニティ,スタートアップコミュニティ
落し物ドットコム,オトシモノドットコム
最近プロダクト,サイキンプロダクト
プロダクト発売,プロダクトハツバイ
100%自己,ヒャクパーセントジコ
自己資金,ジコシキン
年商二,ネンショウニ
二億,ニオク
がむばる,ガムバル
アンケート機能,アンケートキノウ
RTモノのインターネット,アールティーモノノインターネット
情報基盤,ジョウホウキバン
セマンティックWeb技術,セマンティックウェブギジュツ
レシピ化,レシピカ
自動実行,ジドウジッコウ
実行可能,ジッコウカノウ
ナレッジ共有,ナレッジキョウユウ
ドメインエキスパート,ドメインエキスパート
データレシピ,データレシピ
仕事先,シゴトサキ
万円,マンエン
フレンチコース,フレンチコース
コース会,コースカイ
いっぺん自分,イッペンジブン
年前,ネンマエ
前みたい,マエミタイ
ソフト開発,ソフトカイハツ
大企業的,ダイキギョウテキ
データレシピ,データレシピ
観光ガイド,カンコウガイド
ガイドAI,ガイドアイ
田舎育ち,イナカソダチ
かうどんと,カウドント
どんとそば,ドントソバ
エクサスケール,エクサスケール
スケールコンピューティング,スケールコンピューティング
創薬,ソウヤク
材料開発,ザイリョウカイハツ
私設研究,シセツケンキュウ
研究財団,ケンキュウザイダン
年目,ネンメ
社掛け持ち,シャカケモチ
自社製品,ジシャセイヒン
製品開発,セイヒンカイハツ
自社製品,ジシャセイヒン
製品一,セイヒンイチ
一本,イチホン
君大学,クンダイガク
自由演習,ジユウエンシュウ
演習レポート,エンシュウレポート
技術プレゼンテーション,ギジュツプレゼンテーション
テレビCM,テレビシーエム
CMばり,シーエムバリ
井戸社長,イドシャチョウ
ほんとうにそう,ホントウニソウ
掛け持ちパートタイム,カケモチパートタイム
一緒に試行,イッショニシコウ
試行錯誤,シコウサクゴ
経験者,ケイケンシャ
者歓迎,シャカンゲイ
ドローン向け,ドローンムケ
自律ロボティクス,ジリツロボティクス
ロボティクスソフトウェア,ロボティクスソフトウェア
ドローン向け,ドローンムケ
向けサービス業,ムケサービスギョウ
サービス業者,サービスギョウシャ
ラズパイZero,ラズパイゼロ
ゲートウェイ装置,ゲートウェイソウチ
linuxボード,リナックスボード
着歴,チャクレキ
こるとどれ,コルトドレ
とき無職,トキムショク
ニート生活,ニートセイカツ
社会的ステータス,シャカイテキステータス
社会的評価,シャカイテキヒョウカ
一点,イチテン
エンジニア絶賛,エンジニアゼッサン
絶賛募集中,ゼッサンボシュウチュウ
レッドコーダ,レッドコーダ
学習プロセス,ガクシュウプロセス
体系化,タイケイカ
練習法,レンシュウホウ
技術的,ギジュツテキ
的興味,テキキョウミ
