情報漏えい,ジョウホウロウエイ
ビッグデータ活用,ビッグデータカツヨウ
活用入門,カツヨウニュウモン
データ活用,データカツヨウ
会社経営,カイシャケイエイ
人工知能並み,ジンコウチノウナミ
具体的,グタイテキ
初の対談,ハツノタイダン
少年ジャンプ,ショウネンジャンプ
秘蔵ネーム,ヒゾウネーム
少年ジャンプ,ショウネンジャンプ
TechCrunchJapan,テッククランチジャパン
jptechcrunch,ジェイピーテッククランチ
techcrunchさん,テッククランチサン
勢力図,セイリョクズ
作成者Microsoft,サクセイシャマイクロソフト
Microsoftfor,マイクロソフトフォー
AmazonML,アマゾンエムエル
半面業務,ハンメンギョウム
業務系,ギョウムケイ
業務知識,ギョウムチシキ
JapaneseTV,ジャパニーズテレビ
TVis,テレビアイエス
issomet,アイエスソメ
sometimes,ソメアイエムイーエス
onTV,オンテレビ
TVon,テレビオン
ona,オンアール
幼児語彙,ヨウジゴイ
語彙２,ゴイニ
２６,ニロク
６８,ロクハチ
８８,ハチハチ
８語,ハチゴ
ＤＢ化,ディービーカ
獲得比率,カクトクヒリツ
比率網羅,ヒリツモウラ
大学ニュース,ダイガクニュース
日刊工業新聞電子,ニッカンコウギョウシンブンデンシ
電子版,デンシバン
設定方法,セッテイホウホウ
JavaScriptフレームワーク,ジャバスクリプトフレームワーク
フレームワーク化,フレームワークカ
機械学習ライブラリ,キカイガクシュウライブラリ
ライブラリ界隈,ライブラリカイワイ
aiさん,アイサン
medicineis,メデイシンイズ
F#is,エフシャープイズ
isjust,イズジャスト
justfor,ジャストフォー
forfinance,フォーファイナンス
F#rocks,エフシャープロックス
rocksin,ロックスイン
inall,インアルバニアレク
参加者が壇,サンカシャガダン
チーム名,チームメイ
問題名,モンダイメイ
ビンゴ大会,ビンゴタイカイ
普通スポーツ,フツウスポーツ
それ相当,ソレソウトウ
人が参加,ジンガサンカ
たくない人,タクナイジン
AI系,アイケイ
延長線上,エンチョウセンジョウ
ときAmazon,トキアマゾン
ある意味すで,アルイミスデ
若干滑稽,ジャッカンコッケイ
十数,ジュウスウ
数年,スウネン
つけ方,ツケカタ
WIRED.jp,ワイアードドットジェイピー
改善プロセス,カイゼンプロセス
プロセスお客,プロセスオキャク
お客さん,オキャクサン
さん先,サンサキ
テスト進捗,テストシンチョク
汎用的,ハンヨウテキ
変化検知,ヘンカケンチ
輪読会,リンドクカイ
世界で初めてGoogle,セカイデハジメテグーグル
空間認識,クウカンニンシキ
認識技術,ニンシキギジュツ
おなじみ中村佑介,オナジミナカムラユウスケ
主題歌担当,シュダイカタントウ
邦楽ニュース,ホウガクニュース
開催決定,カイサイケッテイ
クロノ等,クロノトウ
一弾,イチダン
特設サイト,トクセツサイト
サイト公開,サイトコウカイ
めっさ並列,メッサヘイレツ
メモリ搭載,メモリトウサイ
搭載量,トウサイリョウ
一流音楽家,イチリュウオンガクカ
朝日新聞メディア,アサヒシンブンメディア
メディアラボ,メディアラボ
ラボ渋谷,ラボシブヤ
優秀作,ユウシュウサク
書類審査,ショルイシンサ
比較はなしか,ヒカクハナシカ
国産FW,コクサンフォワード
TensorFlowバックエンド,テンソーフローバックエンド
機械学習関連,キカイガクシュウカンレン
ニュースフィード,ニュースフィード
フィード的,フィードテキ
オープンソースMA,オープンソースエムエー
DMLさん,ディーエムエルサン
Dartbooster,ダートブースター
勉強メモ,ベンキョウメモ
統計モデリング,トウケイモデリング
桜庭統さん,サクラバモトイサン
バンドアレンジ,バンドアレンジ
アルバム発売,アルバムハツバイ
dengekion,デンゲキオン
online,オンライン
lineさん,ラインサン
七人,ナナニン
人工知能セミナー,ジンコウチノウセミナー
月29日,ツキニジュウクニチ
大体どれ,ダイタイドレ
学習部分,ガクシュウブブン
学習用,ガクシュウヨウ
重め,ジュウメ
可視化ツール,カシカツール
ブロックチェーンハンズオン,ブロックチェーンハンズオン
ローカル女子,ローカルジョシ
Liveat,ライブエーティー
at野音,エーティーヤオン
YouTubeさん,ユーチューブサン
にも金,ニモキン
参加枠,サンカワク
発表枠,ハッピョウワク
以前電脳,イゼンデンノウ
電脳キャバクラ,デンノウキャバクラ
社食ランチ,シャショクランチ
オフィス見学,オフィスケンガク
本物メール,ホンモノメール
neologdみたい,ネオログディーミタイ
定期的,テイキテキ
会話データ,カイワデータ
データデータベース,データデータベース
これハック,コレハック
公開１,コウカイイチ
１周年,イチシュウネン
人間中心,ニンゲンチュウシン
中心設計,チュウシンセッケイ
SFUSora,エスエフユーソラ
長時間録画,チョウジカンロクガ
一週間ぶっ続け,イッシュウカンブッツヅケ
数年,スウネン
年前,ネンマエ
ターンエンド,ターンエンド
場合サーバー,バアイサーバー
今後多様,コンゴタヨウ
予測機能,ヨソクキノウ
論文管理,ロンブンカンリ
管理by,カンリビーワイ
SlideShare,スライドシェア
Shareさん,シェアサン
機械学習関連,キカイガクシュウカンレン
関連ニュース,カンレンニュース
Nowth,ノウティーエッチ
tha,ティーエッチアール
at 1,アールティープラスワン
forthe,フォーザ
thenext,ザネクスト
TensorFlowv,テンソーフローボルト
大変そう,タイヘンソウ
TensorFlowv,テンソーフローボルト
下図参照,シタズサンショウ
連続性,レンゾクセイ
応答生成,オウトウセイセイ
日本語自動,ニホンゴジドウ
自動品詞,ジドウヒンシ
品詞分解,ヒンシブンカイ
分解ツール,ブンカイツール
資料公開,シリョウコウカイ
政治家,セイジカ
政治家,セイジカ
お前ら,オマエラ
法廷闘争,ホウテイトウソウ
闘争開幕,トウソウカイマク
世界ランク,セカイランク
ランクトップ,ランクトップ
九段,キュウダン
研究者,ケンキュウシャ
マルチモーダル,マルチモーダル
トピックモデル,トピックモデル
センサー情報,センサージョウホウ
言語情報,ゲンゴジョウホウ
長期学習,チョウキガクシュウ
の歴史背景,ニホンコウクウノレキシハイケイ
深層学習,シンソウガクシュウ
会話文,カイワブン
文自動,ブンジドウ
自動生成,ジドウセイセイ
汎化,ヒロシカ
今日一,キョウイチ
一番,イチバン
志願者,シガンシャ
ケバブ屋,ケバブヤ
低価格讃岐うどん,テイカカクサヌキウドン
ノーマネー,ノーマネー
虎たち,トラタチ
ノーマネー,ノーマネー
倫理的,リンリテキ
研究者,ケンキュウシャ
米国労務,ベイコクロウム
労務法,ロウムホウ
ポストドクター,ポストドクター
ドクター研究,ドクターケンキュウ
研究者,ケンキュウシャ
万円,マンエン
UI気,ユーアイキ
Dockerコンテナ,ドッカーコンテナ
コンテナ内,コンテナナイ
具体的,グタイテキ
docker.s,ドッカードッツ
珊瑚さん,サンゴサン
公開資料,コウカイシリョウ
Introto,イントロトゥ
toAI,トゥアイ
Materials,マテリアエルエス
深層学習,シンソウガクシュウ
ビジネス化,ビジネスカ
国家戦略,コッカセンリャク
長文日記,チョウブンニッキ
クラウドファンディングCAMPFIRE,クラウドファンディングキャンプファイア
campfirejp,キャンプファイアジェーピー
jpさん,ジェーピーサン
深層学習,シンソウガクシュウ
学習by,ガクシュウビーワイ
SlideShare,スライドシェア
Shareさん,シェアサン
SlideShare,スライドシェア
Shareさん,シェアサン
自然言語処理技術,シゼンゲンゴショリギジュツ
情報処理学会東海,ジョウホウショリガッカイトウカイ
東海支部,トウカイシブ
支部主催,シブシュサイ
主催講演会,シュサイコウエンカイ
SlideShare,スライドシェア
Shareさん,シェアサン
人以上,ニンイジョウ
人以上,ニンイジョウ
何人,ナンニン
チーム管理,チームカンリ
マネジメントシステム,マネジメントシステム
ルーティン作業,ルーティンサギョウ
ニューラルネット翻訳,ニューラルネットホンヤク
所大量,トコロタイリョウ
資金投資,シキントウシ
